portfolioRefCode;currencyCode;accountNo;cashAccountName;refCode;iban
nt10175;TL;753251;N10175;N-10676;
nt10176;TL;753252;N10176;N-10677;
nt10177;TL;753253;N10177;N-10678;
nt10178;TL;753254;N10178;N-10679;
nt10179;TL;753255;N10179;N-10680;
nt10180;TL;753256;N10180;N-10681;
nt10181;TL;753257;N10181;N-10682;
nt10182;TL;753258;N10182;N-10683;
nt10183;TL;753259;N10183;N-10684;
nt10184;TL;753260;N10184;N-10685;
nt10185;TL;753261;N10185;N-10686;
nt10186;TL;753262;N10186;N-10687;
nt10187;TL;753263;N10187;N-10688;
nt10188;TL;753264;N10188;N-10689;
nt10189;TL;753265;N10189;N-10690;
nt10190;TL;753266;N10190;N-10691;
nt10191;TL;753267;N10191;N-10692;
nt10192;TL;753268;N10192;N-10693;
nt10193;TL;753269;N10193;N-10694;
nt10194;TL;753270;N10194;N-10695;
nt10195;TL;753271;N10195;N-10696;
nt10196;TL;753272;N10196;N-10697;
nt10197;TL;753273;N10197;N-10698;
nt10198;TL;753274;N10198;N-10699;
nt10199;TL;753275;N10199;N-10700;
nt10200;TL;753276;N10200;N-10701;
nt10201;TL;753277;N10201;N-10702;
nt10202;TL;753278;N10202;N-10703;
nt10203;TL;753279;N10203;N-10704;
nt10204;TL;753280;N10204;N-10705;
nt10205;TL;753281;N10205;N-10706;
nt10206;TL;753282;N10206;N-10707;
nt10207;TL;753283;N10207;N-10708;
nt10208;TL;753284;N10208;N-10709;
nt10209;TL;753285;N10209;N-10710;
nt10210;TL;753286;N10210;N-10711;
nt10211;TL;753287;N10211;N-10712;
nt10212;TL;753288;N10212;N-10713;
nt10213;TL;753289;N10213;N-10714;
nt10214;TL;753290;N10214;N-10715;
nt10215;TL;753291;N10215;N-10716;
nt10216;TL;753292;N10216;N-10717;
nt10217;TL;753293;N10217;N-10718;
nt10218;TL;753294;N10218;N-10719;
nt10219;TL;753295;N10219;N-10720;
nt10220;TL;753296;N10220;N-10721;
nt10221;TL;753297;N10221;N-10722;
nt10222;TL;753298;N10222;N-10723;
nt10223;TL;753299;N10223;N-10724;
nt10224;TL;753300;N10224;N-10725;
nt10225;TL;753301;N10225;N-10726;
nt10226;TL;753302;N10226;N-10727;
nt10227;TL;753303;N10227;N-10728;
nt10228;TL;753304;N10228;N-10729;
nt10229;TL;753305;N10229;N-10730;
nt10230;TL;753306;N10230;N-10731;
nt10231;TL;753307;N10231;N-10732;
nt10232;TL;753308;N10232;N-10733;
nt10233;TL;753309;N10233;N-10734;
nt10234;TL;753310;N10234;N-10735;
nt10235;TL;753311;N10235;N-10736;
nt10236;TL;753312;N10236;N-10737;
nt10237;TL;753313;N10237;N-10738;
nt10238;TL;753314;N10238;N-10739;
nt10239;TL;753315;N10239;N-10740;
nt10240;TL;753316;N10240;N-10741;
nt10241;TL;753317;N10241;N-10742;
nt10242;TL;753318;N10242;N-10743;
nt10243;TL;753319;N10243;N-10744;
nt10244;TL;753320;N10244;N-10745;
nt10245;TL;753321;N10245;N-10746;
nt10246;TL;753322;N10246;N-10747;
nt10247;TL;753323;N10247;N-10748;
nt10248;TL;753324;N10248;N-10749;
nt10249;TL;753325;N10249;N-10750;
nt10250;TL;753326;N10250;N-10751;
nt10251;TL;753327;N10251;N-10752;
nt10252;TL;753328;N10252;N-10753;
nt10253;TL;753329;N10253;N-10754;
nt10254;TL;753330;N10254;N-10755;
nt10255;TL;753331;N10255;N-10756;
nt10256;TL;753332;N10256;N-10757;
nt10257;TL;753333;N10257;N-10758;
nt10258;TL;753334;N10258;N-10759;
nt10259;TL;753335;N10259;N-10760;
nt10260;TL;753336;N10260;N-10761;
nt10261;TL;753337;N10261;N-10762;
nt10262;TL;753338;N10262;N-10763;
nt10263;TL;753339;N10263;N-10764;
nt10264;TL;753340;N10264;N-10765;
nt10265;TL;753341;N10265;N-10766;
nt10266;TL;753342;N10266;N-10767;
nt10267;TL;753343;N10267;N-10768;
nt10268;TL;753344;N10268;N-10769;
nt10269;TL;753345;N10269;N-10770;
nt10270;TL;753346;N10270;N-10771;
nt10271;TL;753347;N10271;N-10772;
nt10272;TL;753348;N10272;N-10773;
nt10273;TL;753349;N10273;N-10774;
nt10274;TL;753350;N10274;N-10775;
nt10275;TL;753351;N10275;N-10776;
nt10276;TL;753352;N10276;N-10777;
nt10277;TL;753353;N10277;N-10778;
nt10278;TL;753354;N10278;N-10779;
nt10279;TL;753355;N10279;N-10780;
nt10280;TL;753356;N10280;N-10781;
nt10281;TL;753357;N10281;N-10782;
nt10282;TL;753358;N10282;N-10783;
nt10283;TL;753359;N10283;N-10784;
nt10284;TL;753360;N10284;N-10785;
nt10285;TL;753361;N10285;N-10786;
nt10286;TL;753362;N10286;N-10787;
nt10287;TL;753363;N10287;N-10788;
nt10288;TL;753364;N10288;N-10789;
nt10289;TL;753365;N10289;N-10790;
nt10290;TL;753366;N10290;N-10791;
nt10291;TL;753367;N10291;N-10792;
nt10292;TL;753368;N10292;N-10793;
nt10293;TL;753369;N10293;N-10794;
nt10294;TL;753370;N10294;N-10795;
nt10295;TL;753371;N10295;N-10796;
nt10296;TL;753372;N10296;N-10797;
nt10297;TL;753373;N10297;N-10798;
nt10298;TL;753374;N10298;N-10799;
nt10299;TL;753375;N10299;N-10800;
nt10300;TL;753376;N10300;N-10801;
nt10301;TL;753377;N10301;N-10802;
nt10302;TL;753378;N10302;N-10803;
nt10303;TL;753379;N10303;N-10804;
nt10304;TL;753380;N10304;N-10805;
nt10305;TL;753381;N10305;N-10806;
nt10306;TL;753382;N10306;N-10807;
nt10307;TL;753383;N10307;N-10808;
nt10308;TL;753384;N10308;N-10809;
nt10309;TL;753385;N10309;N-10810;
nt10310;TL;753386;N10310;N-10811;
nt10311;TL;753387;N10311;N-10812;
nt10312;TL;753388;N10312;N-10813;
nt10313;TL;753389;N10313;N-10814;
nt10314;TL;753390;N10314;N-10815;
nt10315;TL;753391;N10315;N-10816;
nt10316;TL;753392;N10316;N-10817;
nt10317;TL;753393;N10317;N-10818;
nt10318;TL;753394;N10318;N-10819;
nt10319;TL;753395;N10319;N-10820;
nt10320;TL;753396;N10320;N-10821;
nt10321;TL;753397;N10321;N-10822;
nt10322;TL;753398;N10322;N-10823;
nt10323;TL;753399;N10323;N-10824;
nt10324;TL;753400;N10324;N-10825;
nt10325;TL;753401;N10325;N-10826;
nt10326;TL;753402;N10326;N-10827;
nt10327;TL;753403;N10327;N-10828;
nt10328;TL;753404;N10328;N-10829;
nt10329;TL;753405;N10329;N-10830;
nt10330;TL;753406;N10330;N-10831;
nt10331;TL;753407;N10331;N-10832;
nt10332;TL;753408;N10332;N-10833;
nt10333;TL;753409;N10333;N-10834;
nt10334;TL;753410;N10334;N-10835;
nt10335;TL;753411;N10335;N-10836;
nt10336;TL;753412;N10336;N-10837;
nt10337;TL;753413;N10337;N-10838;
nt10338;TL;753414;N10338;N-10839;
nt10339;TL;753415;N10339;N-10840;
nt10340;TL;753416;N10340;N-10841;
nt10341;TL;753417;N10341;N-10842;
nt10342;TL;753418;N10342;N-10843;
nt10343;TL;753419;N10343;N-10844;
nt10344;TL;753420;N10344;N-10845;
nt10345;TL;753421;N10345;N-10846;
nt10346;TL;753422;N10346;N-10847;
nt10347;TL;753423;N10347;N-10848;
nt10348;TL;753424;N10348;N-10849;
nt10349;TL;753425;N10349;N-10850;
nt10350;TL;753426;N10350;N-10851;
nt10351;TL;753427;N10351;N-10852;
nt10352;TL;753428;N10352;N-10853;
nt10353;TL;753429;N10353;N-10854;
nt10354;TL;753430;N10354;N-10855;
nt10355;TL;753431;N10355;N-10856;
nt10356;TL;753432;N10356;N-10857;
nt10357;TL;753433;N10357;N-10858;
nt10358;TL;753434;N10358;N-10859;
nt10359;TL;753435;N10359;N-10860;
nt10360;TL;753436;N10360;N-10861;
nt10361;TL;753437;N10361;N-10862;
nt10362;TL;753438;N10362;N-10863;
nt10363;TL;753439;N10363;N-10864;
nt10364;TL;753440;N10364;N-10865;
nt10365;TL;753441;N10365;N-10866;
nt10366;TL;753442;N10366;N-10867;
nt10367;TL;753443;N10367;N-10868;
nt10368;TL;753444;N10368;N-10869;
nt10369;TL;753445;N10369;N-10870;
nt10370;TL;753446;N10370;N-10871;
nt10371;TL;753447;N10371;N-10872;
nt10372;TL;753448;N10372;N-10873;
nt10373;TL;753449;N10373;N-10874;
nt10374;TL;753450;N10374;N-10875;
nt10375;TL;753451;N10375;N-10876;
nt10376;TL;753452;N10376;N-10877;
nt10377;TL;753453;N10377;N-10878;
nt10378;TL;753454;N10378;N-10879;
nt10379;TL;753455;N10379;N-10880;
nt10380;TL;753456;N10380;N-10881;
nt10381;TL;753457;N10381;N-10882;
nt10382;TL;753458;N10382;N-10883;
nt10383;TL;753459;N10383;N-10884;
nt10384;TL;753460;N10384;N-10885;
nt10385;TL;753461;N10385;N-10886;
nt10386;TL;753462;N10386;N-10887;
nt10387;TL;753463;N10387;N-10888;
nt10388;TL;753464;N10388;N-10889;
nt10389;TL;753465;N10389;N-10890;
nt10390;TL;753466;N10390;N-10891;
nt10391;TL;753467;N10391;N-10892;
nt10392;TL;753468;N10392;N-10893;
nt10393;TL;753469;N10393;N-10894;
nt10394;TL;753470;N10394;N-10895;
nt10395;TL;753471;N10395;N-10896;
nt10396;TL;753472;N10396;N-10897;
nt10397;TL;753473;N10397;N-10898;
nt10398;TL;753474;N10398;N-10899;
nt10399;TL;753475;N10399;N-10900;
nt10400;TL;753476;N10400;N-10901;
nt10401;TL;753477;N10401;N-10902;
nt10402;TL;753478;N10402;N-10903;
nt10403;TL;753479;N10403;N-10904;
nt10404;TL;753480;N10404;N-10905;
nt10405;TL;753481;N10405;N-10906;
nt10406;TL;753482;N10406;N-10907;
nt10407;TL;753483;N10407;N-10908;
nt10408;TL;753484;N10408;N-10909;
nt10409;TL;753485;N10409;N-10910;
nt10410;TL;753486;N10410;N-10911;
nt10411;TL;753487;N10411;N-10912;
nt10412;TL;753488;N10412;N-10913;
nt10413;TL;753489;N10413;N-10914;
nt10414;TL;753490;N10414;N-10915;
nt10415;TL;753491;N10415;N-10916;
nt10416;TL;753492;N10416;N-10917;
nt10417;TL;753493;N10417;N-10918;
nt10418;TL;753494;N10418;N-10919;
nt10419;TL;753495;N10419;N-10920;
nt10420;TL;753496;N10420;N-10921;
nt10421;TL;753497;N10421;N-10922;
nt10422;TL;753498;N10422;N-10923;
nt10423;TL;753499;N10423;N-10924;
nt10424;TL;753500;N10424;N-10925;
nt10425;TL;753501;N10425;N-10926;
nt10426;TL;753502;N10426;N-10927;
nt10427;TL;753503;N10427;N-10928;
nt10428;TL;753504;N10428;N-10929;
nt10429;TL;753505;N10429;N-10930;
nt10430;TL;753506;N10430;N-10931;
nt10431;TL;753507;N10431;N-10932;
nt10432;TL;753508;N10432;N-10933;
nt10433;TL;753509;N10433;N-10934;
nt10434;TL;753510;N10434;N-10935;
nt10435;TL;753511;N10435;N-10936;
nt10436;TL;753512;N10436;N-10937;
nt10437;TL;753513;N10437;N-10938;
nt10438;TL;753514;N10438;N-10939;
nt10439;TL;753515;N10439;N-10940;
nt10440;TL;753516;N10440;N-10941;
nt10441;TL;753517;N10441;N-10942;
nt10442;TL;753518;N10442;N-10943;
nt10443;TL;753519;N10443;N-10944;
nt10444;TL;753520;N10444;N-10945;
nt10445;TL;753521;N10445;N-10946;
nt10446;TL;753522;N10446;N-10947;
nt10447;TL;753523;N10447;N-10948;
nt10448;TL;753524;N10448;N-10949;
nt10449;TL;753525;N10449;N-10950;
nt10450;TL;753526;N10450;N-10951;
nt10451;TL;753527;N10451;N-10952;
nt10452;TL;753528;N10452;N-10953;
nt10453;TL;753529;N10453;N-10954;
nt10454;TL;753530;N10454;N-10955;
nt10455;TL;753531;N10455;N-10956;
nt10456;TL;753532;N10456;N-10957;
nt10457;TL;753533;N10457;N-10958;
nt10458;TL;753534;N10458;N-10959;
nt10459;TL;753535;N10459;N-10960;
nt10460;TL;753536;N10460;N-10961;
nt10461;TL;753537;N10461;N-10962;
nt10462;TL;753538;N10462;N-10963;
nt10463;TL;753539;N10463;N-10964;
nt10464;TL;753540;N10464;N-10965;
nt10465;TL;753541;N10465;N-10966;
nt10466;TL;753542;N10466;N-10967;
nt10467;TL;753543;N10467;N-10968;
nt10468;TL;753544;N10468;N-10969;
nt10469;TL;753545;N10469;N-10970;
nt10470;TL;753546;N10470;N-10971;
nt10471;TL;753547;N10471;N-10972;
nt10472;TL;753548;N10472;N-10973;
nt10473;TL;753549;N10473;N-10974;
nt10474;TL;753550;N10474;N-10975;
nt10475;TL;753551;N10475;N-10976;
nt10476;TL;753552;N10476;N-10977;
nt10477;TL;753553;N10477;N-10978;
nt10478;TL;753554;N10478;N-10979;
nt10479;TL;753555;N10479;N-10980;
nt10480;TL;753556;N10480;N-10981;
nt10481;TL;753557;N10481;N-10982;
nt10482;TL;753558;N10482;N-10983;
nt10483;TL;753559;N10483;N-10984;
nt10484;TL;753560;N10484;N-10985;
nt10485;TL;753561;N10485;N-10986;
nt10486;TL;753562;N10486;N-10987;
nt10487;TL;753563;N10487;N-10988;
nt10488;TL;753564;N10488;N-10989;
nt10489;TL;753565;N10489;N-10990;
nt10490;TL;753566;N10490;N-10991;
nt10491;TL;753567;N10491;N-10992;
nt10492;TL;753568;N10492;N-10993;
nt10493;TL;753569;N10493;N-10994;
nt10494;TL;753570;N10494;N-10995;
nt10495;TL;753571;N10495;N-10996;
nt10496;TL;753572;N10496;N-10997;
nt10497;TL;753573;N10497;N-10998;
nt10498;TL;753574;N10498;N-10999;
nt10499;TL;753575;N10499;N-11000;
nt10500;TL;753576;N10500;N-11001;
nt10501;TL;753577;N10501;N-11002;
nt10502;TL;753578;N10502;N-11003;
nt10503;TL;753579;N10503;N-11004;
nt10504;TL;753580;N10504;N-11005;
nt10505;TL;753581;N10505;N-11006;
nt10506;TL;753582;N10506;N-11007;
nt10507;TL;753583;N10507;N-11008;
nt10508;TL;753584;N10508;N-11009;
nt10509;TL;753585;N10509;N-11010;
nt10510;TL;753586;N10510;N-11011;
nt10511;TL;753587;N10511;N-11012;
nt10512;TL;753588;N10512;N-11013;
nt10513;TL;753589;N10513;N-11014;
nt10514;TL;753590;N10514;N-11015;
nt10515;TL;753591;N10515;N-11016;
nt10516;TL;753592;N10516;N-11017;
nt10517;TL;753593;N10517;N-11018;
nt10518;TL;753594;N10518;N-11019;
nt10519;TL;753595;N10519;N-11020;
nt10520;TL;753596;N10520;N-11021;
nt10521;TL;753597;N10521;N-11022;
nt10522;TL;753598;N10522;N-11023;
nt10523;TL;753599;N10523;N-11024;
nt10524;TL;753600;N10524;N-11025;
nt10525;TL;753601;N10525;N-11026;
nt10526;TL;753602;N10526;N-11027;
nt10527;TL;753603;N10527;N-11028;
nt10528;TL;753604;N10528;N-11029;
nt10529;TL;753605;N10529;N-11030;
nt10530;TL;753606;N10530;N-11031;
nt10531;TL;753607;N10531;N-11032;
nt10532;TL;753608;N10532;N-11033;
nt10533;TL;753609;N10533;N-11034;
nt10534;TL;753610;N10534;N-11035;
nt10535;TL;753611;N10535;N-11036;
nt10536;TL;753612;N10536;N-11037;
nt10537;TL;753613;N10537;N-11038;
nt10538;TL;753614;N10538;N-11039;
nt10539;TL;753615;N10539;N-11040;
nt10540;TL;753616;N10540;N-11041;
nt10541;TL;753617;N10541;N-11042;
nt10542;TL;753618;N10542;N-11043;
nt10543;TL;753619;N10543;N-11044;
nt10544;TL;753620;N10544;N-11045;
nt10545;TL;753621;N10545;N-11046;
nt10546;TL;753622;N10546;N-11047;
nt10547;TL;753623;N10547;N-11048;
nt10548;TL;753624;N10548;N-11049;
nt10549;TL;753625;N10549;N-11050;
nt10550;TL;753626;N10550;N-11051;
nt10551;TL;753627;N10551;N-11052;
nt10552;TL;753628;N10552;N-11053;
nt10553;TL;753629;N10553;N-11054;
nt10554;TL;753630;N10554;N-11055;
nt10555;TL;753631;N10555;N-11056;
nt10556;TL;753632;N10556;N-11057;
nt10557;TL;753633;N10557;N-11058;
nt10558;TL;753634;N10558;N-11059;
nt10559;TL;753635;N10559;N-11060;
nt10560;TL;753636;N10560;N-11061;
nt10561;TL;753637;N10561;N-11062;
nt10562;TL;753638;N10562;N-11063;
nt10563;TL;753639;N10563;N-11064;
nt10564;TL;753640;N10564;N-11065;
nt10565;TL;753641;N10565;N-11066;
nt10566;TL;753642;N10566;N-11067;
nt10567;TL;753643;N10567;N-11068;
nt10568;TL;753644;N10568;N-11069;
nt10569;TL;753645;N10569;N-11070;
nt10570;TL;753646;N10570;N-11071;
nt10571;TL;753647;N10571;N-11072;
nt10572;TL;753648;N10572;N-11073;
nt10573;TL;753649;N10573;N-11074;
nt10574;TL;753650;N10574;N-11075;
nt10575;TL;753651;N10575;N-11076;
nt10576;TL;753652;N10576;N-11077;
nt10577;TL;753653;N10577;N-11078;
nt10578;TL;753654;N10578;N-11079;
nt10579;TL;753655;N10579;N-11080;
nt10580;TL;753656;N10580;N-11081;
nt10581;TL;753657;N10581;N-11082;
nt10582;TL;753658;N10582;N-11083;
nt10583;TL;753659;N10583;N-11084;
nt10584;TL;753660;N10584;N-11085;
nt10585;TL;753661;N10585;N-11086;
nt10586;TL;753662;N10586;N-11087;
nt10587;TL;753663;N10587;N-11088;
nt10588;TL;753664;N10588;N-11089;
nt10589;TL;753665;N10589;N-11090;
nt10590;TL;753666;N10590;N-11091;
nt10591;TL;753667;N10591;N-11092;
nt10592;TL;753668;N10592;N-11093;
nt10593;TL;753669;N10593;N-11094;
nt10594;TL;753670;N10594;N-11095;
nt10595;TL;753671;N10595;N-11096;
nt10596;TL;753672;N10596;N-11097;
nt10597;TL;753673;N10597;N-11098;
nt10598;TL;753674;N10598;N-11099;
nt10599;TL;753675;N10599;N-11100;
nt10600;TL;753676;N10600;N-11101;
nt10601;TL;753677;N10601;N-11102;
nt10602;TL;753678;N10602;N-11103;
nt10603;TL;753679;N10603;N-11104;
nt10604;TL;753680;N10604;N-11105;
nt10605;TL;753681;N10605;N-11106;
nt10606;TL;753682;N10606;N-11107;
nt10607;TL;753683;N10607;N-11108;
nt10608;TL;753684;N10608;N-11109;
nt10609;TL;753685;N10609;N-11110;
nt10610;TL;753686;N10610;N-11111;
nt10611;TL;753687;N10611;N-11112;
nt10612;TL;753688;N10612;N-11113;
nt10613;TL;753689;N10613;N-11114;
nt10614;TL;753690;N10614;N-11115;
nt10615;TL;753691;N10615;N-11116;
nt10616;TL;753692;N10616;N-11117;
nt10617;TL;753693;N10617;N-11118;
nt10618;TL;753694;N10618;N-11119;
nt10619;TL;753695;N10619;N-11120;
nt10620;TL;753696;N10620;N-11121;
nt10621;TL;753697;N10621;N-11122;
nt10622;TL;753698;N10622;N-11123;
nt10623;TL;753699;N10623;N-11124;
nt10624;TL;753700;N10624;N-11125;
nt10625;TL;753701;N10625;N-11126;
nt10626;TL;753702;N10626;N-11127;
nt10627;TL;753703;N10627;N-11128;
nt10628;TL;753704;N10628;N-11129;
nt10629;TL;753705;N10629;N-11130;
nt10630;TL;753706;N10630;N-11131;
nt10631;TL;753707;N10631;N-11132;
nt10632;TL;753708;N10632;N-11133;
nt10633;TL;753709;N10633;N-11134;
nt10634;TL;753710;N10634;N-11135;
nt10635;TL;753711;N10635;N-11136;
nt10636;TL;753712;N10636;N-11137;
nt10637;TL;753713;N10637;N-11138;
nt10638;TL;753714;N10638;N-11139;
nt10639;TL;753715;N10639;N-11140;
nt10640;TL;753716;N10640;N-11141;
nt10641;TL;753717;N10641;N-11142;
nt10642;TL;753718;N10642;N-11143;
nt10643;TL;753719;N10643;N-11144;
nt10644;TL;753720;N10644;N-11145;
nt10645;TL;753721;N10645;N-11146;
nt10646;TL;753722;N10646;N-11147;
nt10647;TL;753723;N10647;N-11148;
nt10648;TL;753724;N10648;N-11149;
nt10649;TL;753725;N10649;N-11150;
nt10650;TL;753726;N10650;N-11151;
nt10651;TL;753727;N10651;N-11152;
nt10652;TL;753728;N10652;N-11153;
nt10653;TL;753729;N10653;N-11154;
nt10654;TL;753730;N10654;N-11155;
nt10655;TL;753731;N10655;N-11156;
nt10656;TL;753732;N10656;N-11157;
nt10657;TL;753733;N10657;N-11158;
nt10658;TL;753734;N10658;N-11159;
nt10659;TL;753735;N10659;N-11160;
nt10660;TL;753736;N10660;N-11161;
nt10661;TL;753737;N10661;N-11162;
nt10662;TL;753738;N10662;N-11163;
nt10663;TL;753739;N10663;N-11164;
nt10664;TL;753740;N10664;N-11165;
nt10665;TL;753741;N10665;N-11166;
nt10666;TL;753742;N10666;N-11167;
nt10667;TL;753743;N10667;N-11168;
nt10668;TL;753744;N10668;N-11169;
nt10669;TL;753745;N10669;N-11170;
nt10670;TL;753746;N10670;N-11171;
nt10671;TL;753747;N10671;N-11172;
nt10672;TL;753748;N10672;N-11173;
nt10673;TL;753749;N10673;N-11174;
nt10674;TL;753750;N10674;N-11175;
nt10675;TL;753751;N10675;N-11176;
nt10676;TL;753752;N10676;N-11177;
nt10677;TL;753753;N10677;N-11178;
nt10678;TL;753754;N10678;N-11179;
nt10679;TL;753755;N10679;N-11180;
nt10680;TL;753756;N10680;N-11181;
nt10681;TL;753757;N10681;N-11182;
nt10682;TL;753758;N10682;N-11183;
nt10683;TL;753759;N10683;N-11184;
nt10684;TL;753760;N10684;N-11185;
nt10685;TL;753761;N10685;N-11186;
nt10686;TL;753762;N10686;N-11187;
nt10687;TL;753763;N10687;N-11188;
nt10688;TL;753764;N10688;N-11189;
nt10689;TL;753765;N10689;N-11190;
nt10690;TL;753766;N10690;N-11191;
nt10691;TL;753767;N10691;N-11192;
nt10692;TL;753768;N10692;N-11193;
nt10693;TL;753769;N10693;N-11194;
nt10694;TL;753770;N10694;N-11195;
nt10695;TL;753771;N10695;N-11196;
nt10696;TL;753772;N10696;N-11197;
nt10697;TL;753773;N10697;N-11198;
nt10698;TL;753774;N10698;N-11199;
nt10699;TL;753775;N10699;N-11200;
nt10700;TL;753776;N10700;N-11201;
nt10701;TL;753777;N10701;N-11202;
nt10702;TL;753778;N10702;N-11203;
nt10703;TL;753779;N10703;N-11204;
nt10704;TL;753780;N10704;N-11205;
nt10705;TL;753781;N10705;N-11206;
nt10706;TL;753782;N10706;N-11207;
nt10707;TL;753783;N10707;N-11208;
nt10708;TL;753784;N10708;N-11209;
nt10709;TL;753785;N10709;N-11210;
nt10710;TL;753786;N10710;N-11211;
nt10711;TL;753787;N10711;N-11212;
nt10712;TL;753788;N10712;N-11213;
nt10713;TL;753789;N10713;N-11214;
nt10714;TL;753790;N10714;N-11215;
nt10715;TL;753791;N10715;N-11216;
nt10716;TL;753792;N10716;N-11217;
nt10717;TL;753793;N10717;N-11218;
nt10718;TL;753794;N10718;N-11219;
nt10719;TL;753795;N10719;N-11220;
nt10720;TL;753796;N10720;N-11221;
nt10721;TL;753797;N10721;N-11222;
nt10722;TL;753798;N10722;N-11223;
nt10723;TL;753799;N10723;N-11224;
nt10724;TL;753800;N10724;N-11225;
nt10725;TL;753801;N10725;N-11226;
nt10726;TL;753802;N10726;N-11227;
nt10727;TL;753803;N10727;N-11228;
nt10728;TL;753804;N10728;N-11229;
nt10729;TL;753805;N10729;N-11230;
nt10730;TL;753806;N10730;N-11231;
nt10731;TL;753807;N10731;N-11232;
nt10732;TL;753808;N10732;N-11233;
nt10733;TL;753809;N10733;N-11234;
nt10734;TL;753810;N10734;N-11235;
nt10735;TL;753811;N10735;N-11236;
nt10736;TL;753812;N10736;N-11237;
nt10737;TL;753813;N10737;N-11238;
nt10738;TL;753814;N10738;N-11239;
nt10739;TL;753815;N10739;N-11240;
nt10740;TL;753816;N10740;N-11241;
nt10741;TL;753817;N10741;N-11242;
nt10742;TL;753818;N10742;N-11243;
nt10743;TL;753819;N10743;N-11244;
nt10744;TL;753820;N10744;N-11245;
nt10745;TL;753821;N10745;N-11246;
nt10746;TL;753822;N10746;N-11247;
nt10747;TL;753823;N10747;N-11248;
nt10748;TL;753824;N10748;N-11249;
nt10749;TL;753825;N10749;N-11250;
nt10750;TL;753826;N10750;N-11251;
nt10751;TL;753827;N10751;N-11252;
nt10752;TL;753828;N10752;N-11253;
nt10753;TL;753829;N10753;N-11254;
nt10754;TL;753830;N10754;N-11255;
nt10755;TL;753831;N10755;N-11256;
nt10756;TL;753832;N10756;N-11257;
nt10757;TL;753833;N10757;N-11258;
nt10758;TL;753834;N10758;N-11259;
nt10759;TL;753835;N10759;N-11260;
nt10760;TL;753836;N10760;N-11261;
nt10761;TL;753837;N10761;N-11262;
nt10762;TL;753838;N10762;N-11263;
nt10763;TL;753839;N10763;N-11264;
nt10764;TL;753840;N10764;N-11265;
nt10765;TL;753841;N10765;N-11266;
nt10766;TL;753842;N10766;N-11267;
nt10767;TL;753843;N10767;N-11268;
nt10768;TL;753844;N10768;N-11269;
nt10769;TL;753845;N10769;N-11270;
nt10770;TL;753846;N10770;N-11271;
nt10771;TL;753847;N10771;N-11272;
nt10772;TL;753848;N10772;N-11273;
nt10773;TL;753849;N10773;N-11274;
nt10774;TL;753850;N10774;N-11275;
nt10775;TL;753851;N10775;N-11276;
nt10776;TL;753852;N10776;N-11277;
nt10777;TL;753853;N10777;N-11278;
nt10778;TL;753854;N10778;N-11279;
nt10779;TL;753855;N10779;N-11280;
nt10780;TL;753856;N10780;N-11281;
nt10781;TL;753857;N10781;N-11282;
nt10782;TL;753858;N10782;N-11283;
nt10783;TL;753859;N10783;N-11284;
nt10784;TL;753860;N10784;N-11285;
nt10785;TL;753861;N10785;N-11286;
nt10786;TL;753862;N10786;N-11287;
nt10787;TL;753863;N10787;N-11288;
nt10788;TL;753864;N10788;N-11289;
nt10789;TL;753865;N10789;N-11290;
nt10790;TL;753866;N10790;N-11291;
nt10791;TL;753867;N10791;N-11292;
nt10792;TL;753868;N10792;N-11293;
nt10793;TL;753869;N10793;N-11294;
nt10794;TL;753870;N10794;N-11295;
nt10795;TL;753871;N10795;N-11296;
nt10796;TL;753872;N10796;N-11297;
nt10797;TL;753873;N10797;N-11298;
nt10798;TL;753874;N10798;N-11299;
nt10799;TL;753875;N10799;N-11300;
nt10800;TL;753876;N10800;N-11301;
nt10801;TL;753877;N10801;N-11302;
nt10802;TL;753878;N10802;N-11303;
nt10803;TL;753879;N10803;N-11304;
nt10804;TL;753880;N10804;N-11305;
nt10805;TL;753881;N10805;N-11306;
nt10806;TL;753882;N10806;N-11307;
nt10807;TL;753883;N10807;N-11308;
nt10808;TL;753884;N10808;N-11309;
nt10809;TL;753885;N10809;N-11310;
nt10810;TL;753886;N10810;N-11311;
nt10811;TL;753887;N10811;N-11312;
nt10812;TL;753888;N10812;N-11313;
nt10813;TL;753889;N10813;N-11314;
nt10814;TL;753890;N10814;N-11315;
nt10815;TL;753891;N10815;N-11316;
nt10816;TL;753892;N10816;N-11317;
nt10817;TL;753893;N10817;N-11318;
nt10818;TL;753894;N10818;N-11319;
nt10819;TL;753895;N10819;N-11320;
nt10820;TL;753896;N10820;N-11321;
nt10821;TL;753897;N10821;N-11322;
nt10822;TL;753898;N10822;N-11323;
nt10823;TL;753899;N10823;N-11324;
nt10824;TL;753900;N10824;N-11325;
nt10825;TL;753901;N10825;N-11326;
nt10826;TL;753902;N10826;N-11327;
nt10827;TL;753903;N10827;N-11328;
nt10828;TL;753904;N10828;N-11329;
nt10829;TL;753905;N10829;N-11330;
nt10830;TL;753906;N10830;N-11331;
nt10831;TL;753907;N10831;N-11332;
nt10832;TL;753908;N10832;N-11333;
nt10833;TL;753909;N10833;N-11334;
nt10834;TL;753910;N10834;N-11335;
nt10835;TL;753911;N10835;N-11336;
nt10836;TL;753912;N10836;N-11337;
nt10837;TL;753913;N10837;N-11338;
nt10838;TL;753914;N10838;N-11339;
nt10839;TL;753915;N10839;N-11340;
